N,Normal_Multiplication_Time,Divide_and_Conquer_Time,Strassen_Time
4.0,0.0,0.0,0.0
8.0,0.0,0.000997781753540039,0.0009970664978027344
16.0,0.002000570297241211,0.007973909378051758,0.0019948482513427734
32.0,0.01696038246154785,0.05884099006652832,0.01497340202331543
64.0,0.12966704368591309,0.4733457565307617,0.10523176193237305
128.0,1.024475336074829,3.800626039505005,0.719759464263916
256.0,8.039977073669434,30.514915466308594,5.198805332183838
512.0,67.35635232925415,243.5999457836151,34.84290170669556
